bus_id,route_id,timestamp,hour_of_day,day_of_week,minute_of_day,is_morning_rush,is_evening_rush,is_rush_hour,is_weekend,distance_to_next_stop_km,current_speed_kmh,speed_ratio,stop_sequence,scheduled_travel_time_min,bearing,route_id_encoded,delay_next_stop_minutes
BUS-008,ROUTE-3,2026-08-18T21:24:05Z,15.0,1.0,924.0,0.0,0.0,0.0,0.0,2.6,21.3,0.852,4.0,5.8,23.5,3.0,5
BUS-020,ROUTE-2,2026-08-27T17:39:50Z,11.0,3.0,699.0,0.0,0.0,0.0,0.0,1.11,13.5,0.54,1.0,4.2,45.5,2.0,0
BUS-010,ROUTE-2,2026-08-14T00:27:43Z,18.0,4.0,1107.0,0.0,1.0,1.0,0.0,0.88,11.3,0.452,1.0,3.4,97.0,2.0,3
BUS-017,CAMPUS-EXPRESS,2026-08-20T13:14:15Z,7.0,3.0,434.0,1.0,0.0,1.0,0.0,1.23,7.9,0.316,9.0,3.5,36.8,5.0,16
BUS-020,ROUTE-NORTH,2026-08-24T19:02:32Z,13.0,0.0,782.0,0.0,0.0,0.0,0.0,2.01,22.9,0.916,5.0,6.5,291.5,1.0,3
BUS-018,ROUTE-2,2026-08-14T01:39:08Z,19.0,4.0,1179.0,0.0,1.0,1.0,0.0,2.54,10.7,0.428,3.0,6.4,161.5,2.0,13
BUS-019,ROUTE-1,2026-08-06T13:48:54Z,7.0,3.0,468.0,1.0,0.0,1.0,0.0,2.56,11.2,0.448,6.0,8.1,187.8,1.0,12
BUS-016,ROUTE-3,2026-08-09T04:36:27Z,22.0,6.0,1356.0,0.0,0.0,0.0,1.0,3.65,36.4,1.456,1.0,9.9,344.7,3.0,-5
BUS-004,ROUTE-SOUTH,2026-08-13T23:21:02Z,17.0,3.0,1041.0,0.0,1.0,1.0,0.0,1.24,13.1,0.524,8.0,2.5,197.3,2.0,7
BUS-019,ROUTE-SOUTH,2026-08-09T15:08:35Z,9.0,6.0,548.0,1.0,0.0,1.0,1.0,2.34,33.4,1.336,6.0,6.2,335.5,2.0,4
BUS-013,ROUTE-SOUTH,2026-08-17T18:27:27Z,12.0,0.0,747.0,0.0,0.0,0.0,0.0,2.08,28.4,1.136,7.0,5.8,208.0,2.0,0
BUS-004,ROUTE-NORTH,2026-08-23T14:54:54Z,8.0,6.0,534.0,1.0,0.0,1.0,1.0,2.93,23.9,0.956,8.0,8.9,311.1,1.0,0
BUS-020,ROUTE-3,2026-08-31T00:05:05Z,18.0,0.0,1085.0,0.0,1.0,1.0,0.0,0.22,10.0,0.4,8.0,2.0,286.6,3.0,5
BUS-015,CAMPUS-EXPRESS,2026-08-11T15:25:30Z,9.0,1.0,565.0,1.0,0.0,1.0,0.0,3.75,16.3,0.652,2.0,9.6,261.3,5.0,7
BUS-017,ROUTE-SOUTH,2026-08-31T21:01:43Z,15.0,0.0,901.0,0.0,0.0,0.0,0.0,0.52,19.0,0.76,7.0,2.0,105.0,2.0,3
BUS-006,CAMPUS-EXPRESS,2026-08-10T21:44:13Z,15.0,0.0,944.0,0.0,0.0,0.0,0.0,4.37,26.8,1.072,4.0,11.0,318.6,5.0,1
BUS-017,ROUTE-SOUTH,2026-08-01T15:56:59Z,9.0,5.0,596.0,1.0,0.0,1.0,1.0,1.32,22.9,0.916,6.0,4.6,6.0,2.0,-1
BUS-019,CAMPUS-EXPRESS,2026-08-16T23:21:19Z,17.0,6.0,1041.0,0.0,1.0,1.0,1.0,0.3,32.9,1.316,4.0,2.2,269.0,5.0,-3
BUS-014,ROUTE-SOUTH,2026-08-16T14:53:44Z,8.0,6.0,533.0,1.0,0.0,1.0,1.0,2.46,34.8,1.392,2.0,5.7,118.9,2.0,-1
BUS-005,ROUTE-1,2026-08-02T17:55:43Z,11.0,6.0,715.0,0.0,0.0,0.0,1.0,3.88,36.0,1.44,6.0,10.3,312.8,1.0,-1
BUS-013,ROUTE-2,2026-08-17T19:50:04Z,13.0,0.0,830.0,0.0,0.0,0.0,0.0,2.87,40.1,1.604,5.0,8.5,89.5,2.0,-2
BUS-008,ROUTE-SOUTH,2026-08-28T21:35:55Z,15.0,4.0,935.0,0.0,0.0,0.0,0.0,0.33,19.5,0.78,7.0,2.0,116.0,2.0,1
BUS-003,ROUTE-1,2026-08-25T22:05:54Z,16.0,1.0,965.0,0.0,0.0,0.0,0.0,3.46,19.2,0.768,1.0,9.0,207.5,1.0,2
BUS-020,ROUTE-1,2026-08-01T21:48:18Z,15.0,5.0,948.0,0.0,0.0,0.0,1.0,2.93,29.6,1.184,4.0,7.8,132.4,1.0,2
BUS-015,ROUTE-NORTH,2026-08-17T20:24:48Z,14.0,0.0,864.0,0.0,0.0,0.0,0.0,2.19,14.3,0.572,6.0,7.1,139.0,1.0,6
BUS-007,ROUTE-1,2026-08-07T23:16:19Z,17.0,4.0,1036.0,0.0,1.0,1.0,0.0,3.09,0.0,0.0,7.0,7.4,213.7,1.0,45
BUS-008,ROUTE-NORTH,2026-08-05T04:34:04Z,22.0,2.0,1354.0,0.0,0.0,0.0,0.0,3.07,16.0,0.64,4.0,7.1,79.8,1.0,6
BUS-003,ROUTE-NORTH,2026-08-23T19:53:47Z,13.0,6.0,833.0,0.0,0.0,0.0,1.0,4.07,34.8,1.392,8.0,10.5,78.9,1.0,-1
BUS-012,ROUTE-3,2026-08-15T22:56:27Z,16.0,5.0,1016.0,0.0,0.0,0.0,1.0,0.86,26.9,1.076,8.0,2.4,48.8,3.0,2
BUS-011,ROUTE-SOUTH,2026-08-17T23:39:57Z,17.0,0.0,1059.0,0.0,1.0,1.0,0.0,4.1,11.7,0.468,1.0,12.0,217.4,2.0,15
BUS-012,ROUTE-NORTH,2026-08-09T14:43:18Z,8.0,6.0,523.0,1.0,0.0,1.0,1.0,2.96,42.5,1.7,10.0,9.2,301.3,1.0,-2
BUS-007,ROUTE-3,2026-08-24T19:29:50Z,13.0,0.0,809.0,0.0,0.0,0.0,0.0,1.22,37.2,1.488,8.0,4.5,9.9,3.0,2
BUS-016,ROUTE-2,2026-08-15T19:26:35Z,13.0,5.0,806.0,0.0,0.0,0.0,1.0,2.19,25.5,1.02,7.0,4.6,313.1,2.0,3
BUS-015,ROUTE-NORTH,2026-08-03T15:19:38Z,9.0,0.0,559.0,1.0,0.0,1.0,0.0,2.06,10.4,0.416,6.0,4.7,31.7,1.0,12
BUS-007,ROUTE-2,2026-08-21T01:37:03Z,19.0,4.0,1177.0,0.0,1.0,1.0,0.0,3.57,10.1,0.404,1.0,9.9,16.7,2.0,16
BUS-012,ROUTE-NORTH,2026-08-12T20:46:32Z,14.0,2.0,886.0,0.0,0.0,0.0,0.0,0.76,17.5,0.7,7.0,3.1,259.3,1.0,2
BUS-011,ROUTE-SOUTH,2026-08-12T22:15:21Z,16.0,2.0,975.0,0.0,0.0,0.0,0.0,4.3,19.9,0.796,7.0,12.5,310.5,2.0,3
BUS-014,ROUTE-NORTH,2026-08-21T15:43:58Z,9.0,4.0,583.0,1.0,0.0,1.0,0.0,4.13,10.0,0.4,1.0,11.6,309.4,1.0,16
BUS-003,ROUTE-SOUTH,2026-08-02T17:47:15Z,11.0,6.0,707.0,0.0,0.0,0.0,1.0,3.69,25.4,1.016,2.0,10.0,270.5,2.0,-1
BUS-020,ROUTE-1,2026-08-17T18:36:37Z,12.0,0.0,756.0,0.0,0.0,0.0,0.0,3.34,14.1,0.564,10.0,9.9,356.7,1.0,8
BUS-011,ROUTE-1,2026-08-07T22:47:28Z,16.0,4.0,1007.0,0.0,0.0,0.0,0.0,3.57,21.2,0.848,9.0,8.8,153.1,1.0,5
BUS-016,ROUTE-3,2026-08-14T22:59:05Z,16.0,4.0,1019.0,0.0,0.0,0.0,0.0,2.35,21.4,0.856,8.0,7.2,146.6,3.0,5
BUS-009,ROUTE-1,2026-08-24T23:37:26Z,17.0,0.0,1057.0,0.0,1.0,1.0,0.0,1.86,6.4,0.256,8.0,5.6,280.7,1.0,19
BUS-020,CAMPUS-EXPRESS,2026-08-24T19:23:45Z,13.0,0.0,803.0,0.0,0.0,0.0,0.0,0.69,11.7,0.468,1.0,2.0,351.1,5.0,1
BUS-017,ROUTE-1,2026-08-03T21:17:45Z,15.0,0.0,917.0,0.0,0.0,0.0,0.0,0.82,27.5,1.1,10.0,2.0,83.1,1.0,5
BUS-006,ROUTE-SOUTH,2026-08-15T01:58:18Z,19.0,5.0,1198.0,0.0,1.0,1.0,1.0,3.86,36.6,1.464,8.0,9.6,300.9,2.0,-1
BUS-006,ROUTE-NORTH,2026-08-03T17:16:03Z,11.0,0.0,676.0,0.0,0.0,0.0,0.0,1.66,22.4,0.896,3.0,3.8,31.7,1.0,4
BUS-010,ROUTE-1,2026-08-11T03:28:55Z,21.0,1.0,1288.0,0.0,0.0,0.0,0.0,1.17,23.0,0.92,8.0,3.6,300.8,1.0,3
BUS-017,CAMPUS-EXPRESS,2026-08-06T15:16:29Z,9.0,3.0,556.0,1.0,0.0,1.0,0.0,1.42,11.4,0.456,6.0,3.5,46.0,5.0,9
BUS-004,ROUTE-3,2026-08-30T19:57:47Z,13.0,6.0,837.0,0.0,0.0,0.0,1.0,3.94,48.9,1.956,1.0,9.3,259.2,3.0,-3
BUS-012,ROUTE-2,2026-08-19T01:58:47Z,19.0,2.0,1198.0,0.0,1.0,1.0,0.0,3.1,7.6,0.304,2.0,9.0,145.9,2.0,18
BUS-016,ROUTE-NORTH,2026-08-04T16:13:05Z,10.0,1.0,613.0,1.0,0.0,1.0,0.0,4.37,12.5,0.5,5.0,12.7,27.4,1.0,16
BUS-017,ROUTE-3,2026-08-07T20:17:57Z,14.0,4.0,857.0,0.0,0.0,0.0,0.0,4.26,26.0,1.04,6.0,10.9,114.3,3.0,3
BUS-007,ROUTE-3,2026-08-30T14:33:49Z,8.0,6.0,513.0,1.0,0.0,1.0,1.0,2.47,29.4,1.176,10.0,7.1,249.1,3.0,4
BUS-020,ROUTE-3,2026-08-02T15:51:36Z,9.0,6.0,591.0,1.0,0.0,1.0,1.0,2.4,31.9,1.276,10.0,7.1,243.2,3.0,3
BUS-013,ROUTE-SOUTH,2026-08-12T16:51:33Z,10.0,2.0,651.0,1.0,0.0,1.0,0.0,3.79,15.3,0.612,6.0,11.4,39.7,2.0,9
BUS-007,ROUTE-2,2026-08-07T22:54:06Z,16.0,4.0,1014.0,0.0,0.0,0.0,0.0,2.69,25.0,1.0,9.0,6.7,273.6,2.0,4
BUS-002,ROUTE-SOUTH,2026-08-07T15:34:04Z,9.0,4.0,574.0,1.0,0.0,1.0,0.0,3.7,9.9,0.396,1.0,10.8,67.9,2.0,14
BUS-010,ROUTE-2,2026-08-04T20:44:38Z,14.0,1.0,884.0,0.0,0.0,0.0,0.0,3.96,24.7,0.988,3.0,10.6,267.3,2.0,-2
BUS-019,ROUTE-1,2026-08-06T20:04:32Z,14.0,3.0,844.0,0.0,0.0,0.0,0.0,1.48,18.8,0.752,2.0,4.1,69.4,1.0,2
BUS-010,ROUTE-1,2026-08-03T22:12:15Z,16.0,0.0,972.0,0.0,0.0,0.0,0.0,0.47,14.9,0.596,7.0,2.8,127.9,1.0,-2
BUS-003,ROUTE-1,2026-08-08T19:02:12Z,13.0,5.0,782.0,0.0,0.0,0.0,1.0,0.36,27.0,1.08,6.0,2.0,3.7,1.0,1
BUS-004,CAMPUS-EXPRESS,2026-08-20T14:56:47Z,8.0,3.0,536.0,1.0,0.0,1.0,0.0,1.89,4.3,0.172,1.0,5.6,108.8,5.0,27
BUS-014,ROUTE-NORTH,2026-08-24T18:51:19Z,12.0,0.0,771.0,0.0,0.0,0.0,0.0,1.53,23.5,0.94,4.0,5.5,43.0,1.0,3
BUS-020,ROUTE-2,2026-08-04T21:09:26Z,15.0,1.0,909.0,0.0,0.0,0.0,0.0,4.23,34.0,1.36,10.0,12.1,214.7,2.0,-1
BUS-014,ROUTE-1,2026-08-22T21:05:59Z,15.0,5.0,905.0,0.0,0.0,0.0,1.0,2.82,41.9,1.676,5.0,8.3,37.0,1.0,-3
BUS-013,CAMPUS-EXPRESS,2026-08-23T23:39:05Z,17.0,6.0,1059.0,0.0,1.0,1.0,1.0,0.18,22.3,0.892,7.0,2.1,318.9,5.0,0
BUS-005,CAMPUS-EXPRESS,2026-08-22T22:16:08Z,16.0,5.0,976.0,0.0,0.0,0.0,1.0,3.62,28.4,1.136,3.0,8.4,192.3,5.0,0
BUS-005,ROUTE-2,2026-08-21T23:51:31Z,17.0,4.0,1071.0,0.0,1.0,1.0,0.0,1.67,12.5,0.5,2.0,5.1,61.2,2.0,8
BUS-013,ROUTE-SOUTH,2026-08-01T17:33:12Z,11.0,5.0,693.0,0.0,0.0,0.0,1.0,2.88,28.8,1.152,3.0,7.7,287.1,2.0,-1
BUS-012,ROUTE-1,2026-08-08T20:08:42Z,14.0,5.0,848.0,0.0,0.0,0.0,1.0,3.62,27.2,1.088,10.0,10.0,336.4,1.0,2
BUS-018,ROUTE-2,2026-08-02T20:45:12Z,14.0,6.0,885.0,0.0,0.0,0.0,1.0,0.79,36.3,1.452,8.0,2.0,344.7,2.0,5
BUS-018,ROUTE-3,2026-08-20T23:31:47Z,17.0,3.0,1051.0,0.0,1.0,1.0,0.0,0.67,14.2,0.568,6.0,3.1,199.8,3.0,7
BUS-003,ROUTE-3,2026-08-11T23:11:57Z,17.0,1.0,1031.0,0.0,1.0,1.0,0.0,3.26,8.7,0.348,5.0,7.3,243.0,3.0,21
BUS-001,CAMPUS-EXPRESS,2026-08-30T17:40:33Z,11.0,6.0,700.0,0.0,0.0,0.0,1.0,1.86,39.2,1.568,3.0,6.1,15.8,5.0,-5
BUS-009,ROUTE-2,2026-08-14T20:50:22Z,14.0,4.0,890.0,0.0,0.0,0.0,0.0,3.83,24.4,0.976,1.0,11.2,94.6,2.0,1
BUS-020,ROUTE-NORTH,2026-08-02T13:45:37Z,7.0,6.0,465.0,1.0,0.0,1.0,1.0,0.2,29.9,1.196,6.0,2.1,227.8,1.0,2
BUS-014,ROUTE-3,2026-09-01T01:44:16Z,19.0,1.0,1184.0,0.0,1.0,1.0,0.0,1.0,11.4,0.456,7.0,2.0,139.6,3.0,10
BUS-008,ROUTE-2,2026-08-18T13:31:33Z,7.0,1.0,451.0,1.0,0.0,1.0,0.0,2.34,15.2,0.608,9.0,6.4,261.4,2.0,10
BUS-020,ROUTE-SOUTH,2026-08-03T17:13:24Z,11.0,0.0,673.0,0.0,0.0,0.0,0.0,3.0,24.9,0.996,4.0,6.7,232.3,2.0,4
BUS-019,ROUTE-2,2026-08-29T21:05:06Z,15.0,5.0,905.0,0.0,0.0,0.0,1.0,3.62,29.6,1.184,1.0,10.7,199.6,2.0,-4
BUS-009,ROUTE-SOUTH,2026-08-29T16:56:05Z,10.0,5.0,656.0,1.0,0.0,1.0,1.0,3.42,32.7,1.308,8.0,9.4,76.9,2.0,-2
BUS-009,CAMPUS-EXPRESS,2026-08-19T17:51:48Z,11.0,2.0,711.0,0.0,0.0,0.0,0.0,1.52,23.9,0.956,9.0,3.5,60.5,5.0,5
BUS-010,ROUTE-3,2026-08-19T20:45:48Z,14.0,2.0,885.0,0.0,0.0,0.0,0.0,0.64,12.1,0.484,2.0,2.0,202.2,3.0,2
BUS-008,ROUTE-3,2026-08-15T13:08:35Z,7.0,5.0,428.0,1.0,0.0,1.0,1.0,1.15,32.4,1.296,5.0,3.0,33.4,3.0,1
BUS-002,CAMPUS-EXPRESS,2026-08-11T14:46:14Z,8.0,1.0,526.0,1.0,0.0,1.0,0.0,0.65,14.3,0.572,10.0,2.8,177.1,5.0,10
BUS-017,ROUTE-SOUTH,2026-08-27T17:40:33Z,11.0,3.0,700.0,0.0,0.0,0.0,0.0,3.39,27.7,1.108,7.0,8.7,287.1,2.0,1
BUS-005,CAMPUS-EXPRESS,2026-08-29T21:10:23Z,15.0,5.0,910.0,0.0,0.0,0.0,1.0,3.51,43.0,1.72,10.0,10.6,192.0,5.0,0
BUS-006,ROUTE-SOUTH,2026-08-29T13:00:48Z,7.0,5.0,420.0,1.0,0.0,1.0,1.0,3.46,25.1,1.004,9.0,9.2,55.4,2.0,0
BUS-017,ROUTE-SOUTH,2026-08-14T14:34:46Z,8.0,4.0,514.0,1.0,0.0,1.0,0.0,1.41,14.6,0.584,6.0,5.4,151.6,2.0,9
BUS-001,ROUTE-SOUTH,2026-08-31T17:25:17Z,11.0,0.0,685.0,0.0,0.0,0.0,0.0,1.53,27.5,1.1,10.0,4.5,172.2,2.0,1
BUS-019,ROUTE-3,2026-08-27T23:36:30Z,17.0,3.0,1056.0,0.0,1.0,1.0,0.0,1.57,14.3,0.572,6.0,3.2,128.3,3.0,10
BUS-012,ROUTE-3,2026-08-20T19:40:10Z,13.0,3.0,820.0,0.0,0.0,0.0,0.0,4.16,20.5,0.82,6.0,11.5,175.4,3.0,4
BUS-009,ROUTE-NORTH,2026-08-31T16:43:04Z,10.0,0.0,643.0,1.0,0.0,1.0,0.0,3.21,13.0,0.52,2.0,7.9,189.0,1.0,10
BUS-014,ROUTE-2,2026-08-12T00:48:07Z,18.0,2.0,1128.0,0.0,1.0,1.0,0.0,3.79,10.1,0.404,8.0,10.4,283.6,2.0,18
BUS-008,ROUTE-3,2026-08-20T15:26:22Z,9.0,3.0,566.0,1.0,0.0,1.0,0.0,3.56,15.2,0.608,5.0,8.1,128.6,3.0,12
BUS-020,ROUTE-1,2026-08-16T01:33:38Z,19.0,6.0,1173.0,0.0,1.0,1.0,1.0,1.98,37.0,1.48,7.0,6.8,2.8,1.0,0
BUS-012,ROUTE-2,2026-08-27T19:11:03Z,13.0,3.0,791.0,0.0,0.0,0.0,0.0,3.77,24.7,0.988,9.0,9.6,68.8,2.0,0
BUS-011,CAMPUS-EXPRESS,2026-08-16T20:41:40Z,14.0,6.0,881.0,0.0,0.0,0.0,1.0,0.78,27.9,1.116,10.0,3.7,51.9,5.0,3
BUS-007,CAMPUS-EXPRESS,2026-08-25T16:42:38Z,10.0,1.0,642.0,1.0,0.0,1.0,0.0,0.84,13.6,0.544,5.0,2.2,198.6,5.0,8
BUS-014,ROUTE-3,2026-08-31T18:05:51Z,12.0,0.0,725.0,0.0,0.0,0.0,0.0,2.89,28.9,1.156,1.0,7.7,12.1,3.0,-1
BUS-007,ROUTE-2,2026-08-18T15:00:04Z,9.0,1.0,540.0,1.0,0.0,1.0,0.0,3.79,15.7,0.628,5.0,9.5,78.7,2.0,12
BUS-013,ROUTE-SOUTH,2026-08-24T18:31:06Z,12.0,0.0,751.0,0.0,0.0,0.0,0.0,4.19,26.7,1.068,7.0,10.5,97.9,2.0,3
BUS-008,ROUTE-3,2026-08-05T22:57:25Z,16.0,2.0,1017.0,0.0,0.0,0.0,0.0,0.28,25.4,1.016,10.0,2.4,174.0,3.0,3
BUS-013,CAMPUS-EXPRESS,2026-08-16T16:08:03Z,10.0,6.0,608.0,1.0,0.0,1.0,1.0,2.87,31.4,1.256,3.0,8.4,141.8,5.0,-1
BUS-019,ROUTE-SOUTH,2026-08-04T19:38:44Z,13.0,1.0,818.0,0.0,0.0,0.0,0.0,0.77,36.3,1.452,2.0,2.5,352.3,2.0,-3
BUS-005,CAMPUS-EXPRESS,2026-08-12T18:47:02Z,12.0,2.0,767.0,0.0,0.0,0.0,0.0,0.85,36.7,1.468,9.0,2.0,316.4,5.0,1
BUS-007,ROUTE-3,2026-08-08T14:55:01Z,8.0,5.0,535.0,1.0,0.0,1.0,1.0,3.06,29.1,1.164,9.0,8.0,314.0,3.0,0
BUS-013,ROUTE-2,2026-08-14T23:16:13Z,17.0,4.0,1036.0,0.0,1.0,1.0,0.0,4.25,9.4,0.376,3.0,10.7,171.5,2.0,21
BUS-001,ROUTE-NORTH,2026-08-18T14:39:49Z,8.0,1.0,519.0,1.0,0.0,1.0,0.0,3.76,13.1,0.524,8.0,10.9,298.0,1.0,14
BUS-019,ROUTE-SOUTH,2026-08-20T14:32:04Z,8.0,3.0,512.0,1.0,0.0,1.0,0.0,2.11,11.2,0.448,2.0,5.4,24.6,2.0,9
BUS-004,ROUTE-3,2026-08-21T00:49:10Z,18.0,4.0,1129.0,0.0,1.0,1.0,0.0,1.59,15.3,0.612,5.0,5.0,154.2,3.0,5
BUS-008,ROUTE-SOUTH,2026-08-25T17:41:21Z,11.0,1.0,701.0,0.0,0.0,0.0,0.0,3.02,21.6,0.864,9.0,8.0,158.0,2.0,2
BUS-011,ROUTE-NORTH,2026-08-29T13:02:30Z,7.0,5.0,422.0,1.0,0.0,1.0,1.0,0.18,28.8,1.152,10.0,2.0,260.4,1.0,3
BUS-010,ROUTE-2,2026-08-25T22:27:34Z,16.0,1.0,987.0,0.0,0.0,0.0,0.0,2.17,25.3,1.012,4.0,5.9,120.7,2.0,0
BUS-006,ROUTE-SOUTH,2026-08-24T22:00:53Z,16.0,0.0,960.0,0.0,0.0,0.0,0.0,2.66,23.9,0.956,3.0,8.0,308.2,2.0,0
BUS-008,ROUTE-NORTH,2026-08-28T22:07:22Z,16.0,4.0,967.0,0.0,0.0,0.0,0.0,1.03,17.1,0.684,5.0,3.4,167.5,1.0,3
BUS-002,CAMPUS-EXPRESS,2026-08-04T18:21:41Z,12.0,1.0,741.0,0.0,0.0,0.0,0.0,1.21,25.1,1.004,2.0,3.4,82.1,5.0,-1
BUS-008,ROUTE-3,2026-08-27T21:57:42Z,15.0,3.0,957.0,0.0,0.0,0.0,0.0,1.25,36.2,1.448,2.0,3.7,47.9,3.0,0
BUS-015,ROUTE-3,2026-08-11T14:25:16Z,8.0,1.0,505.0,1.0,0.0,1.0,0.0,0.56,5.0,0.2,9.0,2.0,232.7,3.0,14
BUS-013,ROUTE-1,2026-08-12T00:56:41Z,18.0,2.0,1136.0,0.0,1.0,1.0,0.0,1.75,15.1,0.604,9.0,4.0,238.8,1.0,9
BUS-012,ROUTE-SOUTH,2026-08-12T15:35:01Z,9.0,2.0,575.0,1.0,0.0,1.0,0.0,3.77,16.0,0.64,6.0,10.4,209.0,2.0,12
BUS-020,CAMPUS-EXPRESS,2026-08-27T21:31:23Z,15.0,3.0,931.0,0.0,0.0,0.0,0.0,4.18,14.3,0.572,5.0,9.7,146.8,5.0,7
BUS-009,ROUTE-SOUTH,2026-08-25T18:12:26Z,12.0,1.0,732.0,0.0,0.0,0.0,0.0,0.84,26.8,1.072,2.0,2.0,264.2,2.0,0
BUS-010,CAMPUS-EXPRESS,2026-08-01T16:19:01Z,10.0,5.0,619.0,1.0,0.0,1.0,1.0,2.15,34.2,1.368,8.0,5.1,289.7,5.0,3
BUS-004,CAMPUS-EXPRESS,2026-08-24T20:31:42Z,14.0,0.0,871.0,0.0,0.0,0.0,0.0,2.7,16.7,0.668,5.0,7.9,289.6,5.0,4
BUS-004,ROUTE-3,2026-08-12T22:45:20Z,16.0,2.0,1005.0,0.0,0.0,0.0,0.0,2.62,14.7,0.588,9.0,8.5,186.0,3.0,5
BUS-012,ROUTE-3,2026-08-02T14:07:29Z,8.0,6.0,487.0,1.0,0.0,1.0,1.0,0.21,34.4,1.376,7.0,2.0,139.4,3.0,-1
BUS-001,ROUTE-SOUTH,2026-08-25T14:06:28Z,8.0,1.0,486.0,1.0,0.0,1.0,0.0,3.4,1.6,0.064,1.0,10.3,165.1,2.0,45
BUS-016,ROUTE-1,2026-08-14T20:44:38Z,14.0,4.0,884.0,0.0,0.0,0.0,0.0,0.88,22.1,0.884,9.0,2.8,112.7,1.0,2
BUS-005,CAMPUS-EXPRESS,2026-08-24T17:51:23Z,11.0,0.0,711.0,0.0,0.0,0.0,0.0,2.64,30.8,1.232,2.0,7.9,238.6,5.0,1
BUS-014,ROUTE-SOUTH,2026-08-13T21:43:15Z,15.0,3.0,943.0,0.0,0.0,0.0,0.0,1.65,26.5,1.06,8.0,3.7,153.8,2.0,4
BUS-012,ROUTE-3,2026-08-20T14:26:02Z,8.0,3.0,506.0,1.0,0.0,1.0,0.0,2.25,8.9,0.356,9.0,6.0,47.7,3.0,18
BUS-007,ROUTE-1,2026-08-26T21:22:52Z,15.0,2.0,922.0,0.0,0.0,0.0,0.0,0.57,23.3,0.932,4.0,2.0,2.6,1.0,0
BUS-020,ROUTE-1,2026-08-30T21:54:19Z,15.0,6.0,954.0,0.0,0.0,0.0,1.0,0.83,35.4,1.416,8.0,3.0,350.2,1.0,-1
BUS-008,CAMPUS-EXPRESS,2026-08-16T21:45:49Z,15.0,6.0,945.0,0.0,0.0,0.0,1.0,3.3,23.1,0.924,6.0,8.5,275.9,5.0,5
BUS-017,ROUTE-3,2026-08-07T18:45:49Z,12.0,4.0,765.0,0.0,0.0,0.0,0.0,3.86,19.9,0.796,1.0,11.3,4.0,3.0,3
BUS-008,ROUTE-NORTH,2026-08-25T21:40:27Z,15.0,1.0,940.0,0.0,0.0,0.0,0.0,3.81,15.8,0.632,6.0,10.2,55.1,1.0,7
BUS-006,ROUTE-SOUTH,2026-08-06T14:42:26Z,8.0,3.0,522.0,1.0,0.0,1.0,0.0,1.14,15.1,0.604,6.0,4.0,290.7,2.0,10
BUS-005,ROUTE-1,2026-08-28T14:48:33Z,8.0,4.0,528.0,1.0,0.0,1.0,0.0,1.82,12.0,0.48,9.0,6.4,37.2,1.0,13
BUS-006,ROUTE-2,2026-08-09T23:40:42Z,17.0,6.0,1060.0,0.0,1.0,1.0,1.0,0.83,37.2,1.488,2.0,3.7,289.0,2.0,-2
BUS-018,ROUTE-NORTH,2026-08-26T13:09:53Z,7.0,2.0,429.0,1.0,0.0,1.0,0.0,1.57,8.3,0.332,10.0,4.8,109.9,1.0,19
BUS-009,ROUTE-NORTH,2026-08-13T22:58:23Z,16.0,3.0,1018.0,0.0,0.0,0.0,0.0,3.18,30.2,1.208,5.0,7.5,246.4,1.0,0
BUS-003,ROUTE-3,2026-08-17T14:06:51Z,8.0,0.0,486.0,1.0,0.0,1.0,0.0,3.5,10.0,0.4,2.0,9.3,305.2,3.0,17
BUS-013,ROUTE-2,2026-08-07T17:32:01Z,11.0,4.0,692.0,0.0,0.0,0.0,0.0,3.12,31.3,1.252,8.0,7.2,74.0,2.0,2
BUS-018,CAMPUS-EXPRESS,2026-08-23T13:37:13Z,7.0,6.0,457.0,1.0,0.0,1.0,1.0,2.06,37.1,1.484,2.0,7.0,154.0,5.0,-5
BUS-016,ROUTE-3,2026-08-09T13:24:42Z,7.0,6.0,444.0,1.0,0.0,1.0,1.0,0.69,30.7,1.228,2.0,2.0,26.7,3.0,-1
BUS-011,ROUTE-2,2026-08-02T16:57:06Z,10.0,6.0,657.0,1.0,0.0,1.0,1.0,0.59,34.4,1.376,5.0,2.0,194.5,2.0,2
BUS-017,ROUTE-1,2026-08-29T21:49:25Z,15.0,5.0,949.0,0.0,0.0,0.0,1.0,4.15,29.6,1.184,8.0,10.8,173.4,1.0,0
BUS-016,ROUTE-NORTH,2026-08-04T22:34:15Z,16.0,1.0,994.0,0.0,0.0,0.0,0.0,3.51,27.8,1.112,7.0,8.9,265.8,1.0,3
BUS-014,ROUTE-NORTH,2026-08-23T23:53:04Z,17.0,6.0,1073.0,0.0,1.0,1.0,1.0,2.9,27.2,1.088,8.0,6.8,33.7,1.0,2
BUS-017,ROUTE-SOUTH,2026-08-18T17:03:42Z,11.0,1.0,663.0,0.0,0.0,0.0,0.0,1.42,19.9,0.796,7.0,4.1,292.2,2.0,2
BUS-006,ROUTE-2,2026-08-29T00:19:41Z,18.0,5.0,1099.0,0.0,1.0,1.0,1.0,1.55,34.0,1.36,7.0,4.1,220.7,2.0,-1
BUS-003,ROUTE-SOUTH,2026-08-02T19:20:45Z,13.0,6.0,800.0,0.0,0.0,0.0,1.0,4.09,32.4,1.296,7.0,11.5,218.7,2.0,0
